Sales_Person,Country,Product,Date,Amount,Boxes_Shipped
Kaine Padly,India,70% Dark Bites,24/01/2024,13081.57,324
Beverie Moffet,USA,White Choc,11/3/2024,5964.72,136
Ches Bonnell,New Zealand,After Nines,23/06/2024,6651.11,377
Husein Augar,India,Spicy Special Slims,22/08/2024,2606.11,31
Gunar Cockshoot,Canada,50% Dark Bites,4/1/2024,3615.98,24
Curtice Advani,India,Milk Bars,5/4/2024,3658.27,210
Beverie Moffet,India,Milk Bars,15/04/2024,1997.46,314
Husein Augar,Australia,White Choc,11/5/2024,3618.67,213
Andria Kimpton,Canada,Manuka Honey Choco,21/07/2024,5538.85,492
Jan Morforth,New Zealand,Orange Choco,11/2/2024,1382.49,86
Andria Kimpton,Canada,Smooth Sliky Salty,8/7/2024,1223.79,81
Gunar Cockshoot,UK,Raspberry Choco,11/8/2024,8043.29,344
Husein Augar,New Zealand,After Nines,4/8/2024,6878.47,7
Andria Kimpton,New Zealand,Orange Choco,14/06/2024,9420.22,94
Dennison Crosswaite,UK,Baker's Choco Chips,17/01/2024,2516.34,293
Jehu Rudeforth,Canada,Orange Choco,23/06/2024,4334.75,529
Jehu Rudeforth,UK,Smooth Sliky Salty,24/08/2024,1588.49,111
Andria Kimpton,UK,Caramel Stuffed Bars,7/6/2024,8959.38,271
Jan Morforth,UK,White Choc,22/06/2024,9409.06,46
Dotty Strutley,USA,Fruit & Nut Bars,13/07/2024,3315.64,268
Kelci Walkden,UK,Choco Coated Almonds,24/05/2024,10920.7,210
Gunar Cockshoot,New Zealand,After Nines,9/8/2024,7605.55,154
Kaine Padly,Canada,85% Dark Bars,6/4/2024,1859.96,33
Jan Morforth,New Zealand,Manuka Honey Choco,28/07/2024,1743.87,259
Gunar Cockshoot,New Zealand,Raspberry Choco,24/08/2024,758.28,57
Van Tuxwell,Australia,99% Dark & Pure,17/01/2024,125.37,138
Curtice Advani,USA,Drinking Coco,7/2/2024,6170.75,149
Brien Boise,Australia,Spicy Special Slims,9/5/2024,6867.13,273
Mallorie Waber,New Zealand,85% Dark Bars,6/6/2024,8775.45,113
Wilone O'Kielt,USA,Choco Coated Almonds,6/6/2024,10422.84,6
Beverie Moffet,New Zealand,Organic Choco Syrup,24/05/2024,7402.04,231
Gunar Cockshoot,UK,50% Dark Bites,13/01/2024,2498.04,129
Marney O'Breen,USA,Raspberry Choco,23/05/2024,6873.56,152
Jehu Rudeforth,UK,White Choc,29/06/2024,2015.93,304
Jehu Rudeforth,New Zealand,85% Dark Bars,11/3/2024,8077.51,95
Dotty Strutley,USA,85% Dark Bars,25/04/2024,11149.46,538
Rafaelita Blaksland,Australia,Smooth Sliky Salty,30/05/2024,4739.39,236
Curtice Advani,India,Manuka Honey Choco,23/05/2024,1844.54,185
Mallorie Waber,USA,Peanut Butter Cubes,23/05/2024,1263.98,19
Van Tuxwell,Canada,Peanut Butter Cubes,24/06/2024,7527.84,306
Kelci Walkden,New Zealand,Smooth Sliky Salty,11/3/2024,12265.45,268
Rafaelita Blaksland,USA,Smooth Sliky Salty,27/07/2024,17662.05,230
Rafaelita Blaksland,USA,White Choc,16/08/2024,5520,120
Roddy Speechley,Canada,Smooth Sliky Salty,7/3/2024,10712.76,11
Curtice Advani,New Zealand,After Nines,5/4/2024,8416.8,29
Camilla Castle,India,85% Dark Bars,4/5/2024,9986.05,54
Ches Bonnell,USA,Choco Coated Almonds,4/1/2024,15629.82,89
Marney O'Breen,Australia,Baker's Choco Chips,13/01/2024,6224.33,100
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,11/7/2024,7736.85,95
Kaine Padly,Australia,Mint Chip Choco,17/05/2024,4860.75,162
Camilla Castle,New Zealand,Peanut Butter Cubes,21/07/2024,1754.64,62
Curtice Advani,Canada,Organic Choco Syrup,22/02/2024,897.13,24
Jan Morforth,India,99% Dark & Pure,23/05/2024,10607.29,182
Rafaelita Blaksland,Canada,Drinking Coco,12/7/2024,10772,192
Jan Morforth,UK,Orange Choco,15/06/2024,4116.96,203
Barr Faughny,New Zealand,50% Dark Bites,23/06/2024,5185.36,321
Curtice Advani,Australia,Eclairs,25/03/2024,6974.95,58
Jan Morforth,India,Caramel Stuffed Bars,4/7/2024,99.5,161
Andria Kimpton,UK,White Choc,12/5/2024,10203.47,109
Camilla Castle,New Zealand,Raspberry Choco,4/4/2024,5081.52,148
Madelene Upcott,Australia,Orange Choco,15/04/2024,7166.62,381
Roddy Speechley,Canada,Eclairs,8/3/2024,7026.54,95
Karlen McCaffrey,India,White Choc,17/01/2024,8265.32,251
Wilone O'Kielt,India,Mint Chip Choco,22/08/2024,1516.19,53
Andria Kimpton,UK,99% Dark & Pure,25/07/2024,1258.54,72
Marney O'Breen,UK,50% Dark Bites,14/06/2024,3506.38,126
Ches Bonnell,India,Choco Coated Almonds,5/4/2024,10969,83
Madelene Upcott,UK,Raspberry Choco,26/08/2024,8442.19,347
Wilone O'Kielt,Australia,50% Dark Bites,3/8/2024,11000.85,112
Gigi Bohling,Canada,White Choc,11/7/2024,6987.59,4
Wilone O'Kielt,New Zealand,Eclairs,11/3/2024,3735,21
Brien Boise,UK,Peanut Butter Cubes,10/1/2024,17346.79,32
Roddy Speechley,UK,Baker's Choco Chips,4/4/2024,16517.2,349
Karlen McCaffrey,Australia,50% Dark Bites,17/01/2024,7642.94,778
Marney O'Breen,New Zealand,Organic Choco Syrup,8/7/2024,10337.23,49
Jan Morforth,UK,Organic Choco Syrup,12/4/2024,1367.24,384
Rafaelita Blaksland,Canada,Fruit & Nut Bars,24/08/2024,570.58,191
Ches Bonnell,UK,Choco Coated Almonds,7/6/2024,2012.27,259
Gunar Cockshoot,Canada,Almond Choco,28/07/2024,1469.24,29
Husein Augar,USA,99% Dark & Pure,21/02/2024,10020.18,113
Dennison Crosswaite,Canada,Mint Chip Choco,8/4/2024,1914.65,304
Brien Boise,UK,Manuka Honey Choco,28/06/2024,73.91,101
Van Tuxwell,UK,Baker's Choco Chips,24/03/2024,2794.33,21
Barr Faughny,Australia,Caramel Stuffed Bars,29/07/2024,3192.06,54
Dennison Crosswaite,USA,Eclairs,25/05/2024,2447.37,98
Gigi Bohling,Australia,Raspberry Choco,30/03/2024,7696.46,313
Dennison Crosswaite,USA,Organic Choco Syrup,18/07/2024,14731.55,132
Beverie Moffet,Canada,Orange Choco,10/5/2024,9321.64,111
Mallorie Waber,Australia,Choco Coated Almonds,18/03/2024,18473.63,88
Ches Bonnell,India,Caramel Stuffed Bars,15/06/2024,7437.55,54
Van Tuxwell,Canada,50% Dark Bites,12/5/2024,14581.33,58
Kelci Walkden,New Zealand,Baker's Choco Chips,23/06/2024,3389.96,115
Beverie Moffet,India,Spicy Special Slims,21/04/2024,3968.38,182
Gigi Bohling,Australia,Almond Choco,17/08/2024,1084.26,120
Rafaelita Blaksland,New Zealand,Eclairs,7/2/2024,20690.2,51
Kelci Walkden,Canada,Smooth Sliky Salty,17/03/2024,8929.57,121
Jan Morforth,India,Baker's Choco Chips,1/8/2024,15497.27,85
Jehu Rudeforth,Australia,Milk Bars,18/03/2024,9172.13,30
Gigi Bohling,Canada,Fruit & Nut Bars,14/06/2024,6093.61,104
Beverie Moffet,UK,Eclairs,22/04/2024,9144.79,156
Marney O'Breen,New Zealand,Eclairs,18/01/2024,5902.91,31
Husein Augar,Australia,99% Dark & Pure,26/08/2024,3277.47,131
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,10/6/2024,9759.53,424
Curtice Advani,Canada,70% Dark Bites,31/01/2024,2504.9,7
Kelci Walkden,New Zealand,Manuka Honey Choco,8/4/2024,1527.99,107
Dotty Strutley,Australia,Baker's Choco Chips,7/6/2024,3767.49,65
Barr Faughny,Australia,85% Dark Bars,10/2/2024,9452.18,42
Beverie Moffet,Australia,50% Dark Bites,16/05/2024,764.63,441
Gunar Cockshoot,India,Baker's Choco Chips,18/03/2024,2432.75,535
Van Tuxwell,Australia,50% Dark Bites,13/07/2024,779.04,134
Oby Sorrel,USA,Manuka Honey Choco,25/07/2024,5050.53,85
Van Tuxwell,Canada,Choco Coated Almonds,19/08/2024,2727.35,293
Karlen McCaffrey,Canada,70% Dark Bites,24/06/2024,9089.21,602
Kelci Walkden,Canada,Fruit & Nut Bars,20/06/2024,881.49,152
Camilla Castle,India,99% Dark & Pure,2/8/2024,227.55,225
Madelene Upcott,New Zealand,70% Dark Bites,22/02/2024,14193.58,102
Mallorie Waber,New Zealand,Orange Choco,1/2/2024,7459.88,23
Jan Morforth,Canada,70% Dark Bites,14/02/2024,6578.55,312
Kelci Walkden,Australia,Milk Bars,24/02/2024,8975.44,137
Dennison Crosswaite,India,Orange Choco,18/03/2024,852.29,123
Husein Augar,UK,Eclairs,30/08/2024,1955.2,250
Gigi Bohling,USA,Peanut Butter Cubes,9/5/2024,323.29,72
Wilone O'Kielt,USA,Smooth Sliky Salty,18/01/2024,542.39,86
Curtice Advani,India,White Choc,4/7/2024,7666.62,347
Oby Sorrel,New Zealand,Spicy Special Slims,3/6/2024,1826.32,13
Beverie Moffet,New Zealand,Peanut Butter Cubes,23/02/2024,11510.68,30
Dotty Strutley,New Zealand,99% Dark & Pure,9/5/2024,12263.85,223
Kelci Walkden,India,70% Dark Bites,6/6/2024,3878.6,108
Kelci Walkden,India,Drinking Coco,4/7/2024,8328.52,238
Brien Boise,New Zealand,Drinking Coco,6/6/2024,1666.46,98
Dotty Strutley,Australia,Almond Choco,13/05/2024,1754.11,95
Wilone O'Kielt,New Zealand,Organic Choco Syrup,31/01/2024,2390.7,274
Ches Bonnell,New Zealand,Caramel Stuffed Bars,30/06/2024,8546.72,41
Barr Faughny,Canada,Manuka Honey Choco,25/08/2024,4115.57,274
Gigi Bohling,New Zealand,Smooth Sliky Salty,10/1/2024,787.38,95
Brien Boise,USA,Manuka Honey Choco,22/08/2024,2095.78,8
Roddy Speechley,New Zealand,85% Dark Bars,14/04/2024,5220.8,267
Oby Sorrel,UK,Smooth Sliky Salty,31/05/2024,11264.45,340
Oby Sorrel,UK,Raspberry Choco,8/4/2024,5477.33,341
Roddy Speechley,USA,Drinking Coco,21/02/2024,3389,160
Andria Kimpton,Australia,Manuka Honey Choco,30/03/2024,11559.52,413
Mallorie Waber,India,Raspberry Choco,2/3/2024,1676.82,2
Jehu Rudeforth,USA,Orange Choco,28/07/2024,437.48,174
Kaine Padly,New Zealand,70% Dark Bites,24/03/2024,8487.63,40
Curtice Advani,Australia,After Nines,11/8/2024,71.99,101
Husein Augar,UK,Almond Choco,17/05/2024,9863.62,167
Kaine Padly,Canada,Choco Coated Almonds,18/05/2024,3468.53,166
Roddy Speechley,UK,Peanut Butter Cubes,17/08/2024,6770.35,173
Ches Bonnell,New Zealand,Eclairs,4/4/2024,564.14,50
Brien Boise,India,85% Dark Bars,9/8/2024,21044.07,210
Brien Boise,New Zealand,Organic Choco Syrup,17/01/2024,677.38,327
Andria Kimpton,Canada,White Choc,14/02/2024,4368.01,29
Gigi Bohling,New Zealand,Orange Choco,16/05/2024,9866.2,306
Ches Bonnell,Canada,Smooth Sliky Salty,16/03/2024,10723.86,125
Husein Augar,Canada,70% Dark Bites,31/01/2024,5443.42,284
Barr Faughny,Canada,Organic Choco Syrup,10/3/2024,1312.35,200
Oby Sorrel,UK,Organic Choco Syrup,30/06/2024,8471.68,162
Van Tuxwell,New Zealand,Eclairs,1/3/2024,5774.6,178
Mallorie Waber,UK,Drinking Coco,27/05/2024,3780.02,97
Oby Sorrel,UK,Milk Bars,11/7/2024,6831.03,243
Karlen McCaffrey,New Zealand,Mint Chip Choco,2/3/2024,4834.51,63
Jehu Rudeforth,USA,Raspberry Choco,4/3/2024,8119.65,143
Kelci Walkden,UK,85% Dark Bars,23/06/2024,4811.88,242
Kelci Walkden,USA,Almond Choco,27/01/2024,5930.01,252
Marney O'Breen,Canada,Orange Choco,14/01/2024,3040.05,426
Dennison Crosswaite,India,Fruit & Nut Bars,29/07/2024,1126.87,23
Brien Boise,Canada,Smooth Sliky Salty,13/05/2024,6051.65,490
Barr Faughny,Canada,Baker's Choco Chips,3/2/2024,12279.35,162
Brien Boise,India,Smooth Sliky Salty,27/05/2024,7091.66,28
Jan Morforth,Australia,Drinking Coco,18/02/2024,3160.97,25
Brien Boise,India,Spicy Special Slims,28/01/2024,1408.28,35
Van Tuxwell,UK,Eclairs,29/06/2024,5776.61,114
Wilone O'Kielt,India,Caramel Stuffed Bars,13/01/2024,4890.59,274
Jehu Rudeforth,UK,After Nines,27/06/2024,2048.13,172
Barr Faughny,Canada,White Choc,29/03/2024,4590.46,1
Gunar Cockshoot,India,Organic Choco Syrup,3/6/2024,8665.99,162
Mallorie Waber,Canada,Smooth Sliky Salty,21/03/2024,2202.46,97
Mallorie Waber,India,Eclairs,12/4/2024,11720.11,48
Rafaelita Blaksland,Australia,Raspberry Choco,19/01/2024,7884.86,266
Karlen McCaffrey,UK,50% Dark Bites,6/4/2024,3857.88,303
Kaine Padly,Australia,50% Dark Bites,2/8/2024,10123.96,84
Gigi Bohling,Australia,Eclairs,12/4/2024,8170.88,137
Oby Sorrel,India,Drinking Coco,21/07/2024,19390.61,141
Van Tuxwell,New Zealand,Baker's Choco Chips,22/03/2024,10197.43,24
Husein Augar,India,Peanut Butter Cubes,9/5/2024,5188.18,5
Andria Kimpton,Australia,Baker's Choco Chips,9/8/2024,350.27,117
Madelene Upcott,Canada,Choco Coated Almonds,20/07/2024,3766.32,300
Brien Boise,India,70% Dark Bites,14/04/2024,4888.37,435
Jehu Rudeforth,Canada,White Choc,25/01/2024,5230.36,142
Andria Kimpton,Australia,Almond Choco,25/04/2024,3790.18,168
Dotty Strutley,Canada,After Nines,17/01/2024,302.18,233
Karlen McCaffrey,USA,Eclairs,15/08/2024,1017.17,123
Karlen McCaffrey,Canada,Fruit & Nut Bars,2/6/2024,241.36,17
Gunar Cockshoot,USA,85% Dark Bars,30/06/2024,8347.3,138
Dotty Strutley,New Zealand,Raspberry Choco,10/2/2024,6291.74,88
Marney O'Breen,Canada,Caramel Stuffed Bars,23/02/2024,1543.77,674
Dennison Crosswaite,India,Organic Choco Syrup,27/01/2024,9744.5,225
Camilla Castle,UK,Mint Chip Choco,26/05/2024,5414.75,325
Brien Boise,USA,70% Dark Bites,14/04/2024,1898.07,22
Madelene Upcott,Australia,99% Dark & Pure,1/8/2024,4911.08,163
Mallorie Waber,Australia,Eclairs,22/08/2024,11293.17,219
Marney O'Breen,India,99% Dark & Pure,22/07/2024,12398.37,161
Husein Augar,USA,Fruit & Nut Bars,28/04/2024,1508.57,28
Kelci Walkden,Australia,Almond Choco,30/05/2024,5869.09,354
Ches Bonnell,USA,Milk Bars,21/07/2024,2770.47,159
Jan Morforth,UK,Caramel Stuffed Bars,2/8/2024,3541.73,494
Brien Boise,New Zealand,70% Dark Bites,15/06/2024,7624.41,139
Oby Sorrel,India,85% Dark Bars,5/7/2024,9928.42,130
Kaine Padly,New Zealand,Smooth Sliky Salty,12/4/2024,7.67,548
Gigi Bohling,Australia,70% Dark Bites,18/08/2024,1624.86,103
Jan Morforth,UK,50% Dark Bites,12/1/2024,6301.56,287
Gunar Cockshoot,Canada,White Choc,11/8/2024,8578.4,15
Jehu Rudeforth,Australia,Spicy Special Slims,13/01/2024,5573.57,372
Husein Augar,UK,Baker's Choco Chips,29/04/2024,3465.68,133
Rafaelita Blaksland,New Zealand,After Nines,7/7/2024,1245.91,90
Madelene Upcott,New Zealand,Mint Chip Choco,11/3/2024,8888.61,4
Madelene Upcott,UK,70% Dark Bites,16/02/2024,5931.82,243
Barr Faughny,Australia,Organic Choco Syrup,7/1/2024,2620.66,34
Beverie Moffet,New Zealand,Drinking Coco,12/1/2024,1284.37,560
Beverie Moffet,India,Eclairs,9/6/2024,11033.61,155
Andria Kimpton,India,Eclairs,16/05/2024,2413.05,82
Gigi Bohling,UK,85% Dark Bars,23/06/2024,13136.08,90
Roddy Speechley,UK,Raspberry Choco,28/01/2024,14297.82,211
Dotty Strutley,UK,Mint Chip Choco,14/07/2024,2837.65,212
Barr Faughny,Canada,Drinking Coco,18/04/2024,7496.03,259
Oby Sorrel,USA,Milk Bars,14/06/2024,1815.29,79
Oby Sorrel,UK,Orange Choco,15/04/2024,8250.03,228
Curtice Advani,Canada,Peanut Butter Cubes,19/05/2024,5605.82,64
Gigi Bohling,India,White Choc,13/04/2024,1563.39,179
Husein Augar,Canada,Choco Coated Almonds,15/08/2024,3997.02,411
Wilone O'Kielt,India,Choco Coated Almonds,22/08/2024,3284.22,230
Wilone O'Kielt,New Zealand,Baker's Choco Chips,22/04/2024,4609.67,58
Kaine Padly,UK,Choco Coated Almonds,3/8/2024,9412.06,123
Dennison Crosswaite,New Zealand,Organic Choco Syrup,4/1/2024,427.36,249
Kelci Walkden,Canada,After Nines,13/01/2024,19449.02,204
Van Tuxwell,Australia,Baker's Choco Chips,11/5/2024,14122.44,32
Husein Augar,New Zealand,Peanut Butter Cubes,16/02/2024,2257.14,231
Kaine Padly,UK,Caramel Stuffed Bars,20/05/2024,11334.21,72
Jehu Rudeforth,UK,Drinking Coco,3/2/2024,7865.93,436
Beverie Moffet,India,Manuka Honey Choco,6/5/2024,11462.32,172
Gunar Cockshoot,UK,Choco Coated Almonds,30/06/2024,6154.53,132
Gunar Cockshoot,UK,Smooth Sliky Salty,22/03/2024,867.5,143
Camilla Castle,Canada,Orange Choco,17/02/2024,9056.1,58
Jehu Rudeforth,UK,85% Dark Bars,7/7/2024,6569.4,66
Oby Sorrel,UK,70% Dark Bites,16/03/2024,7431,180
Kelci Walkden,UK,99% Dark & Pure,12/8/2024,3672.65,124
Gigi Bohling,New Zealand,After Nines,21/01/2024,6464.8,189
Oby Sorrel,Australia,50% Dark Bites,6/5/2024,813.58,163
Oby Sorrel,Canada,50% Dark Bites,24/06/2024,7301.81,134
Barr Faughny,USA,White Choc,5/5/2024,8523.42,171
Rafaelita Blaksland,New Zealand,99% Dark & Pure,25/03/2024,3822.64,85
Curtice Advani,Australia,Caramel Stuffed Bars,14/02/2024,10219.39,139
Curtice Advani,New Zealand,85% Dark Bars,12/5/2024,5798.43,206
Barr Faughny,New Zealand,Smooth Sliky Salty,25/01/2024,4487.01,184
Ches Bonnell,UK,85% Dark Bars,28/06/2024,17237.67,13
Dennison Crosswaite,Australia,Drinking Coco,13/07/2024,7497.22,184
Roddy Speechley,USA,Milk Bars,16/05/2024,3034.06,245
Jan Morforth,India,After Nines,14/03/2024,6795.06,177
Gunar Cockshoot,USA,After Nines,15/08/2024,4273.09,280
Ches Bonnell,India,Orange Choco,16/02/2024,1412.6,278
Mallorie Waber,UK,Manuka Honey Choco,15/06/2024,9852.89,43
Barr Faughny,Australia,Raspberry Choco,27/05/2024,10744.23,105
Wilone O'Kielt,USA,Drinking Coco,14/06/2024,1213.63,101
Wilone O'Kielt,India,Eclairs,25/02/2024,4263.93,80
Wilone O'Kielt,India,After Nines,4/8/2024,13808.46,270
Kelci Walkden,India,99% Dark & Pure,28/06/2024,2411.93,248
Gunar Cockshoot,Canada,Spicy Special Slims,5/4/2024,14603.41,12
Madelene Upcott,Canada,Peanut Butter Cubes,5/7/2024,17813.77,120
Kaine Padly,New Zealand,Eclairs,20/01/2024,14346.28,48
Ches Bonnell,New Zealand,Drinking Coco,16/02/2024,10009.51,144
Curtice Advani,UK,Drinking Coco,12/7/2024,494.27,186
Kelci Walkden,India,Raspberry Choco,16/06/2024,9118.67,253
Dotty Strutley,Australia,Choco Coated Almonds,13/04/2024,1751.26,293
Kaine Padly,UK,50% Dark Bites,21/02/2024,3402.47,69
Roddy Speechley,Canada,Choco Coated Almonds,11/5/2024,6841.28,237
Ches Bonnell,India,50% Dark Bites,15/04/2024,12584.46,328
Oby Sorrel,Canada,Peanut Butter Cubes,7/6/2024,14291.3,179
Oby Sorrel,UK,White Choc,27/06/2024,1998.41,303
Barr Faughny,India,After Nines,29/07/2024,9558.06,117
Wilone O'Kielt,Canada,Smooth Sliky Salty,2/6/2024,5594.84,174
Rafaelita Blaksland,India,Mint Chip Choco,26/01/2024,16520.75,84
Rafaelita Blaksland,Canada,99% Dark & Pure,2/3/2024,5545.62,139
Van Tuxwell,Australia,70% Dark Bites,10/1/2024,8260.58,108
Beverie Moffet,USA,70% Dark Bites,27/06/2024,2636.16,110
Barr Faughny,Canada,Orange Choco,30/06/2024,8285.38,18
Roddy Speechley,Australia,85% Dark Bars,8/7/2024,4590,78
Oby Sorrel,India,Spicy Special Slims,8/6/2024,13189.14,95
Jan Morforth,UK,Manuka Honey Choco,18/08/2024,3768.3,212
Kaine Padly,Australia,After Nines,8/4/2024,7962.71,293
Wilone O'Kielt,Canada,Fruit & Nut Bars,8/8/2024,3665.13,191
Wilone O'Kielt,UK,Milk Bars,26/08/2024,334.81,66
Oby Sorrel,Canada,Fruit & Nut Bars,14/01/2024,2187.5,159
Dennison Crosswaite,USA,Baker's Choco Chips,11/8/2024,18481.73,295
Madelene Upcott,USA,Almond Choco,31/05/2024,11863.69,24
Van Tuxwell,New Zealand,50% Dark Bites,11/7/2024,4332.41,10
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2/3/2024,3653.33,327
Madelene Upcott,Australia,Raspberry Choco,13/07/2024,7023.94,89
Rafaelita Blaksland,UK,Spicy Special Slims,3/8/2024,10001.95,132
Curtice Advani,UK,Peanut Butter Cubes,1/3/2024,16460.65,171
Kelci Walkden,New Zealand,White Choc,13/04/2024,8575.27,165
Beverie Moffet,Canada,Fruit & Nut Bars,14/02/2024,12191.42,177
Mallorie Waber,India,White Choc,26/07/2024,969.15,233
Brien Boise,UK,Drinking Coco,27/01/2024,6498.96,143
Jehu Rudeforth,India,Peanut Butter Cubes,14/04/2024,33.68,487
Oby Sorrel,USA,Almond Choco,19/05/2024,7640.61,154
Husein Augar,India,Eclairs,9/2/2024,5596.93,62
Brien Boise,UK,Spicy Special Slims,25/05/2024,2639.55,59
Oby Sorrel,Australia,Manuka Honey Choco,26/01/2024,4626.87,78
Beverie Moffet,India,White Choc,4/7/2024,1900.09,297
Ches Bonnell,India,Almond Choco,13/04/2024,13315.47,72
Gigi Bohling,Australia,Smooth Sliky Salty,25/01/2024,6359.09,121
Camilla Castle,USA,85% Dark Bars,25/04/2024,2644.65,83
Camilla Castle,USA,Eclairs,10/6/2024,4879.55,427
Madelene Upcott,New Zealand,White Choc,22/08/2024,11572.5,51
Van Tuxwell,India,After Nines,27/06/2024,15626.93,225
Husein Augar,India,Orange Choco,30/06/2024,4781.14,38
Jehu Rudeforth,India,Almond Choco,30/08/2024,11793.4,101
Karlen McCaffrey,Australia,Raspberry Choco,23/08/2024,1061.03,58
Camilla Castle,New Zealand,99% Dark & Pure,26/08/2024,2499.92,44
Gigi Bohling,Australia,Orange Choco,9/3/2024,676.29,158
Kelci Walkden,UK,Drinking Coco,20/04/2024,1886.06,23
Mallorie Waber,Canada,Caramel Stuffed Bars,10/6/2024,5093.92,524
Husein Augar,Australia,Organic Choco Syrup,8/2/2024,1018.8,157
Brien Boise,Australia,White Choc,25/08/2024,5616.77,23
Dotty Strutley,India,Peanut Butter Cubes,16/02/2024,10461.82,78
Dennison Crosswaite,UK,99% Dark & Pure,30/05/2024,12841.79,26
Gigi Bohling,New Zealand,50% Dark Bites,29/06/2024,6723.42,67
Gigi Bohling,USA,Milk Bars,16/06/2024,521.35,127
Brien Boise,UK,Caramel Stuffed Bars,4/3/2024,3106.11,159
Curtice Advani,New Zealand,Peanut Butter Cubes,15/03/2024,1684.28,419
Curtice Advani,New Zealand,50% Dark Bites,27/01/2024,11226.14,84
Beverie Moffet,Canada,Drinking Coco,5/7/2024,1172.53,124
Barr Faughny,USA,Caramel Stuffed Bars,29/03/2024,3917.13,287
Mallorie Waber,Canada,Almond Choco,12/5/2024,4871.07,33
Oby Sorrel,USA,Drinking Coco,11/3/2024,9306.64,48
Brien Boise,New Zealand,Eclairs,11/7/2024,5270.33,323
Gunar Cockshoot,New Zealand,Choco Coated Almonds,1/8/2024,14722.35,61
Gunar Cockshoot,UK,Spicy Special Slims,16/02/2024,13444.87,197
Curtice Advani,USA,After Nines,13/04/2024,14885.97,248
Oby Sorrel,India,Choco Coated Almonds,14/02/2024,53.31,371
Ches Bonnell,Australia,Peanut Butter Cubes,14/03/2024,11767.94,68
Oby Sorrel,Australia,Spicy Special Slims,26/04/2024,12897.53,25
Jehu Rudeforth,Canada,Manuka Honey Choco,5/4/2024,3867.62,214
Camilla Castle,Canada,Drinking Coco,3/3/2024,13524.05,253
Kaine Padly,USA,Spicy Special Slims,13/06/2024,2319.1,189
Marney O'Breen,New Zealand,70% Dark Bites,14/02/2024,9036.58,377
Roddy Speechley,New Zealand,99% Dark & Pure,18/04/2024,8905.53,201
Oby Sorrel,New Zealand,85% Dark Bars,1/2/2024,4040.65,423
Dotty Strutley,New Zealand,Orange Choco,4/8/2024,2204.17,145
Andria Kimpton,New Zealand,Almond Choco,5/4/2024,7037.21,172
Karlen McCaffrey,Australia,99% Dark & Pure,26/01/2024,12285.41,175
Kaine Padly,UK,After Nines,21/01/2024,21812.86,183
Kaine Padly,Canada,After Nines,22/08/2024,6707.97,187
Kaine Padly,UK,Drinking Coco,27/01/2024,2513.58,226
Rafaelita Blaksland,UK,50% Dark Bites,16/02/2024,11491.21,71
Dotty Strutley,USA,Raspberry Choco,3/1/2024,3762.58,49
Karlen McCaffrey,USA,White Choc,24/08/2024,5158.01,2
Oby Sorrel,USA,Spicy Special Slims,7/2/2024,6660.69,418
Mallorie Waber,Australia,Smooth Sliky Salty,11/2/2024,4786.05,107
Kaine Padly,Canada,Organic Choco Syrup,29/03/2024,6797.67,82
